0.1530286,-3.5383366,2.6529788
0.3304544,-3.4515308,2.6425186
0.5212294,-3.4006115,2.6320167
0.7136311,-3.3542671,2.8051767
0.9089682,-3.3339300,2.7880864
1.1090640,-3.3301813,2.7770934
1.2965862,-3.3806174,2.7660568
1.4800186,-3.4567826,2.8269761
1.6604142,-3.5381504,2.8158298
1.8159138,-3.6599312,2.8046392
1.9604087,-3.7937273,3.1464467
2.1056672,-3.9294843,3.0922723
2.2268292,-4.0849659,3.0800800
2.3082507,-4.2646212,3.0678392
2.3688675,-4.4527597,2.8143791
2.4145020,-4.6456026,2.8032825
2.4054696,-4.8401602,2.7921417
2.3456180,-5.0297010,2.9064861
2.2569406,-5.2064010,3.1026018
2.1332418,-5.3576930,3.0902715
1.9810829,-5.4868511,3.2803023
1.8190620,-5.6007658,3.5737304
1.6572465,-5.7157594,3.8427544
1.4967746,-5.8302249,4.0922056
1.3351153,-5.9440473,4.3254861
1.1734415,-6.0580278,4.5451003
1.0117447,-6.1719904,4.7529559
0.8499965,-6.2858539,4.9505466
0.6882851,-6.3996546,5.1390684
0.5263237,-6.5136144,5.3194970
0.3646047,-6.6274780,5.4926409
0.2032133,-6.7413225,5.6591792
0.0415773,-6.8556543,5.4977900
-0.1194695,-6.9698216,5.0341561
-0.2803162,-7.0841257,4.5472698
-0.4426605,-7.1977457,4.0947221
-0.6048272,-7.3063649,3.5911910
-0.7707642,-7.4180946,2.9827649
-0.9407691,-7.5204316,2.6446524
-1.1303401,-7.5874370,2.6342249
-1.3233682,-7.5871315,2.6237561
-1.5124086,-7.5304164,2.6953865
-1.6985018,-7.4634105,2.8316984
-1.8802058,-7.3841117,2.6757224
-2.0323334,-7.2620090,2.6651724
-2.1381536,-7.0942920,2.6545805
-2.1988593,-6.9067282,2.8763277
-2.2243540,-6.7097370,3.1025239
-2.2360993,-6.5122910,3.4125975
-2.2329979,-6.3156159,3.6945858
-2.2267249,-6.1186054,3.4933424
-2.2214411,-5.9219071,2.8893050
-2.2146605,-5.7239790,2.2854951
-2.2153498,-5.5261437,2.2764838
-2.1420279,-5.3489926,2.2674367
-2.0238536,-5.1850074,2.6827242
-1.9212949,-5.0167130,3.0391515
-1.7909544,-4.8710975,3.1252193
-1.6375618,-4.7418020,3.4307322
-1.4900784,-4.6089496,3.7112102
-1.3445103,-4.4759218,3.9699305
-1.1975898,-4.3437477,4.2109205
-1.0525421,-4.2079669,4.1128007
-0.8989822,-4.0841175,4.0965846
-0.7304074,-3.9809467,4.0803040
-0.5541599,-3.8862072,4.3143176
-0.3775154,-3.7973028,4.5345571
-0.2007273,-3.7117210,4.7429548
-0.0240191,-3.6263014,4.9410217
0.1530286,-3.5383366,2.6529788
