0.0792674,-3.2135480,5.5528494
0.2792444,-3.2151442,5.5970927
0.4773842,-3.2211714,5.2702577
0.6752150,-3.2324696,4.9981540
0.8725681,-3.2523371,4.7875532
1.0687225,-3.2845986,4.6248707
1.2620576,-3.3324555,4.4936866
1.4503147,-3.3980592,4.3820161
1.6304984,-3.4823947,4.2857633
1.8000368,-3.5860493,4.2039569
1.9561973,-3.7093364,4.1427627
2.0952444,-3.8516002,4.1063420
2.2135152,-4.0113632,4.0900577
2.3082475,-4.1860878,4.0737083
2.3788471,-4.3716703,4.0982464
2.4265653,-4.5641593,4.1691777
2.4535250,-4.7611522,4.2760278
2.4614737,-4.9599897,4.4080827
2.4514951,-5.1573287,4.5323783
2.4238498,-5.3546989,4.6371921
2.3787774,-5.5495228,4.7255937
2.3177028,-5.7376236,4.8008349
2.2401870,-5.9215925,4.8714632
2.1480090,-6.0978648,4.9375719
2.0421254,-6.2660737,5.0054683
1.9231317,-6.4265267,5.0811638
1.7938717,-6.5769579,5.1632245
1.6543024,-6.7192448,5.2639978
1.5068094,-6.8526602,5.3805151
1.3523497,-6.9783246,5.5193559
1.1926049,-7.0968997,5.6824140
1.0285311,-7.2097374,5.8430233
0.8615037,-7.3174732,5.9645229
0.6912667,-7.4209661,5.7174722
0.5180102,-7.5186318,5.4938197
0.3408005,-7.6090241,5.2966165
0.1589879,-7.6903611,5.1099919
-0.0264852,-7.7606922,4.9265616
-0.2173882,-7.8193174,4.7467386
-0.4110094,-7.8639141,4.5763902
-0.6077373,-7.8928757,4.4253212
-0.8067257,-7.9038219,4.2903092
-1.0046408,-7.8945457,4.1742333
-1.2014096,-7.8629078,4.0764288
-1.3925109,-7.8073173,4.0025118
-1.5735756,-7.7269933,3.9630615
-1.7420459,-7.6207406,3.9473453
-1.8925822,-7.4899692,3.9315664
-2.0218781,-7.3390191,3.9465702
-2.1290511,-7.1730871,4.0008306
-2.2164182,-6.9928277,4.0897517
-2.2838292,-6.8052199,4.2209970
-2.3352132,-6.6137007,4.4118501
-2.3765593,-6.4205899,4.6279417
-2.4133102,-6.2269979,4.8327716
-2.4464327,-6.0329216,5.0277288
-2.4726194,-5.8360246,5.2139327
-2.4873870,-5.6345969,5.3124324
-2.4873253,-5.4376122,5.2518393
-2.4716099,-5.2389773,5.2019435
-2.4390868,-5.0403392,5.1685191
-2.3905171,-4.8490893,5.1373337
-2.3243339,-4.6603000,5.1157232
-2.2419015,-4.4796871,5.0954361
-2.1428657,-4.3067987,5.0750678
-2.0283908,-4.1440145,5.0555148
-1.8994079,-3.9924748,5.0409977
-1.7571790,-3.8532301,5.0374631
-1.6030152,-3.7270764,5.0422858
-1.4390571,-3.6149562,5.0627886
-1.2652148,-3.5162521,5.0902150
-1.0852810,-3.4323362,5.1331252
-0.8979861,-3.3620044,5.1813565
-0.7065988,-3.3059546,5.2384805
-0.5131350,-3.2639650,5.2998690
-0.3135060,-3.2347315,5.3676660
-0.1163452,-3.2187215,5.4465872
0.0792674,-3.2135480,5.5528494
